Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle,Label
"{'y': 0.13288228, 'x': 0.61717695, 'confidence': 0.19698559}","{'y': 0.1166174, 'x': 0.5947607, 'confidence': 0.15724775}","{'y': 0.12220361, 'x': 0.6413228, 'confidence': 0.15441485}","{'y': 0.12573476, 'x': 0.5511077, 'confidence': 0.45278996}","{'y': 0.1339977, 'x': 0.65830666, 'confidence': 0.5310186}","{'y': 0.23219423, 'x': 0.45146018, 'confidence': 0.55976844}","{'y': 0.24494845, 'x': 0.7177571, 'confidence': 0.66171694}","{'y': 0.3771492, 'x': 0.37761503, 'confidence': 0.71473336}","{'y': 0.41254646, 'x': 0.74935895, 'confidence': 0.6359926}","{'y': 0.48224193, 'x': 0.48286417, 'confidence': 0.27001178}","{'y': 0.48123577, 'x': 0.6331533, 'confidence': 0.30370003}","{'y': 0.493901, 'x': 0.4509898, 'confidence': 0.49571857}","{'y': 0.517484, 'x': 0.61696345, 'confidence': 0.3919044}","{'y': 0.6802982, 'x': 0.39591503, 'confidence': 0.6024897}","{'y': 0.71941, 'x': 0.5918527, 'confidence': 0.72165155}","{'y': 0.8932775, 'x': 0.35140532, 'confidence': 0.50975424}","{'y': 0.91460466, 'x': 0.5462857, 'confidence': 0.54475355}",1
"{'y': 0.1271691, 'x': 0.46550995, 'confidence': 0.17418203}","{'y': 0.11619759, 'x': 0.43934417, 'confidence': 0.13592894}","{'y': 0.1130479, 'x': 0.4939222, 'confidence': 0.15096685}","{'y': 0.13436042, 'x': 0.41420922, 'confidence': 0.41991994}","{'y': 0.11901905, 'x': 0.5299905, 'confidence': 0.62242246}","{'y': 0.24256392, 'x': 0.354372, 'confidence': 0.6525688}","{'y': 0.21550614, 'x': 0.6264843, 'confidence': 0.6187191}","{'y': 0.39913455, 'x': 0.33139, 'confidence': 0.58491516}","{'y': 0.36473674, 'x': 0.7124179, 'confidence': 0.532357}","{'y': 0.479344, 'x': 0.45159823, 'confidence': 0.30454805}","{'y': 0.43818638, 'x': 0.5986435, 'confidence': 0.2693268}","{'y': 0.52522975, 'x': 0.4571908, 'confidence': 0.67376983}","{'y': 0.5006686, 'x': 0.6112611, 'confidence': 0.68178844}","{'y': 0.71368164, 'x': 0.46746272, 'confidence': 0.75649154}","{'y': 0.68483734, 'x': 0.6662178, 'confidence': 0.5294521}","{'y': 0.91678786, 'x': 0.4964131, 'confidence': 0.73744786}","{'y': 0.9032714, 'x': 0.6989932, 'confidence': 0.6620844}",1
"{'y': 0.17937809, 'x': 0.45299706, 'confidence': 0.16994894}","{'y': 0.16528162, 'x': 0.41818866, 'confidence': 0.10269175}","{'y': 0.16274294, 'x': 0.48815632, 'confidence': 0.14986809}","{'y': 0.18662429, 'x': 0.3793908, 'confidence': 0.5196976}","{'y': 0.18517144, 'x': 0.5207333, 'confidence': 0.3958425}","{'y': 0.39343056, 'x': 0.3147852, 'confidence': 0.6896603}","{'y': 0.40368408, 'x': 0.5962984, 'confidence': 0.69379866}","{'y': 0.6396113, 'x': 0.1736582, 'confidence': 0.8447049}","{'y': 0.69554234, 'x': 0.66369367, 'confidence': 0.55863446}","{'y': 0.80569875, 'x': 0.28607085, 'confidence': 0.6696229}","{'y': 0.6824088, 'x': 0.7278627, 'confidence': 0.25388297}","{'y': 0.9105246, 'x': 0.3830983, 'confidence': 0.47908732}","{'y': 0.91647273, 'x': 0.53206694, 'confidence': 0.5141368}","{'y': 0.9561186, 'x': 0.37971455, 'confidence': 0.036721576}","{'y': 0.9836117, 'x': 0.56891966, 'confidence': 0.02446495}","{'y': 0.863666, 'x': 0.30919373, 'confidence': 0.043455172}","{'y': 0.988569, 'x': 0.5502693, 'confidence': 0.019914186}",1
"{'y': 0.18179795, 'x': 0.5173916, 'confidence': 0.15532838}","{'y': 0.16583039, 'x': 0.49205422, 'confidence': 0.10529123}","{'y': 0.16250831, 'x': 0.5515164, 'confidence': 0.15096149}","{'y': 0.19105029, 'x': 0.4578688, 'confidence': 0.50033605}","{'y': 0.18232094, 'x': 0.60040724, 'confidence': 0.5240576}","{'y': 0.40405828, 'x': 0.3980985, 'confidence': 0.81805116}","{'y': 0.38762462, 'x': 0.6781037, 'confidence': 0.7925652}","{'y': 0.7085951, 'x': 0.35692152, 'confidence': 0.39226326}","{'y': 0.5936914, 'x': 0.8338413, 'confidence': 0.6452601}","{'y': 0.71838915, 'x': 0.29136387, 'confidence': 0.44046453}","{'y': 0.77962714, 'x': 0.73564357, 'confidence': 0.4811437}","{'y': 0.91200906, 'x': 0.48544204, 'confidence': 0.6450176}","{'y': 0.9039021, 'x': 0.6501585, 'confidence': 0.5632262}","{'y': 0.97864026, 'x': 0.46757728, 'confidence': 0.05826541}","{'y': 0.9696819, 'x': 0.6643962, 'confidence': 0.041118782}","{'y': 0.93949956, 'x': 0.4683973, 'confidence': 0.021940527}","{'y': 0.87775713, 'x': 0.6763409, 'confidence': 0.022721447}",1
"{'y': 0.1824744, 'x': 0.48342764, 'confidence': 0.099398606}","{'y': 0.16204342, 'x': 0.45308024, 'confidence': 0.10414902}","{'y': 0.16786197, 'x': 0.51586246, 'confidence': 0.1513834}","{'y': 0.17937265, 'x': 0.40938568, 'confidence': 0.5653604}","{'y': 0.18876523, 'x': 0.5534283, 'confidence': 0.59105587}","{'y': 0.37168744, 'x': 0.3246509, 'confidence': 0.80368286}","{'y': 0.41540533, 'x': 0.59847814, 'confidence': 0.69501406}","{'y': 0.5918539, 'x': 0.17284551, 'confidence': 0.7773069}","{'y': 0.6832846, 'x': 0.6253988, 'confidence': 0.30619046}","{'y': 0.76950204, 'x': 0.26232192, 'confidence': 0.46788356}","{'y': 0.7119505, 'x': 0.67117673, 'confidence': 0.3005796}","{'y': 0.881035, 'x': 0.3511219, 'confidence': 0.38846555}","{'y': 0.89817095, 'x': 0.50856185, 'confidence': 0.4618617}","{'y': 0.9606271, 'x': 0.35361353, 'confidence': 0.086107776}","{'y': 0.97979, 'x': 0.51359683, 'confidence': 0.07478237}","{'y': 0.86978877, 'x': 0.3469347, 'confidence': 0.056108743}","{'y': 0.9924182, 'x': 0.4958372, 'confidence': 0.026992256}",1
"{'y': 0.18624268, 'x': 0.51568174, 'confidence': 0.16588007}","{'y': 0.17203663, 'x': 0.49266148, 'confidence': 0.15608077}","{'y': 0.16976841, 'x': 0.5509618, 'confidence': 0.12370404}","{'y': 0.19331063, 'x': 0.46150905, 'confidence': 0.55845416}","{'y': 0.18333343, 'x': 0.6061465, 'confidence': 0.48243788}","{'y': 0.4060011, 'x': 0.4019077, 'confidence': 0.8411609}","{'y': 0.38214388, 'x': 0.6811003, 'confidence': 0.60378814}","{'y': 0.68379015, 'x': 0.36174193, 'confidence': 0.39792103}","{'y': 0.5989212, 'x': 0.83250976, 'confidence': 0.6540455}","{'y': 0.70504916, 'x': 0.2845333, 'confidence': 0.43537432}","{'y': 0.7801522, 'x': 0.73882127, 'confidence': 0.5196663}","{'y': 0.8933886, 'x': 0.4772062, 'confidence': 0.5771523}","{'y': 0.88696426, 'x': 0.63999206, 'confidence': 0.56481135}","{'y': 0.9760081, 'x': 0.45816666, 'confidence': 0.08827102}","{'y': 0.97265553, 'x': 0.6520159, 'confidence': 0.05037349}","{'y': 0.9642188, 'x': 0.45788965, 'confidence': 0.021508928}","{'y': 0.88852596, 'x': 0.66645753, 'confidence': 0.02592064}",1
"{'y': 0.17801565, 'x': 0.46687728, 'confidence': 0.16623689}","{'y': 0.16245766, 'x': 0.44074017, 'confidence': 0.13331576}","{'y': 0.16284238, 'x': 0.50380695, 'confidence': 0.14122519}","{'y': 0.18344143, 'x': 0.39965606, 'confidence': 0.4835851}","{'y': 0.18744844, 'x': 0.54441655, 'confidence': 0.4827003}","{'y': 0.38050607, 'x': 0.31639406, 'confidence': 0.80041003}","{'y': 0.41555244, 'x': 0.6012372, 'confidence': 0.68340063}","{'y': 0.59695387, 'x': 0.17005067, 'confidence': 0.63032466}","{'y': 0.7034153, 'x': 0.634525, 'confidence': 0.4233547}","{'y': 0.7775258, 'x': 0.2600253, 'confidence': 0.4324767}","{'y': 0.6976155, 'x': 0.7097835, 'confidence': 0.37475634}","{'y': 0.8987729, 'x': 0.3752742, 'confidence': 0.47904962}","{'y': 0.9004451, 'x': 0.51774037, 'confidence': 0.49902612}","{'y': 0.97905856, 'x': 0.36032206, 'confidence': 0.0643026}","{'y': 0.974063, 'x': 0.5319399, 'confidence': 0.071045324}","{'y': 0.8900505, 'x': 0.36828113, 'confidence': 0.044494253}","{'y': 0.9884332, 'x': 0.52329296, 'confidence': 0.020798232}",1
"{'y': 0.34086198, 'x': 0.445858, 'confidence': 0.2706936}","{'y': 0.33222532, 'x': 0.4326133, 'confidence': 0.19745074}","{'y': 0.33280134, 'x': 0.45956865, 'confidence': 0.23208886}","{'y': 0.33704573, 'x': 0.41586122, 'confidence': 0.35928416}","{'y': 0.3341901, 'x': 0.4800825, 'confidence': 0.41017106}","{'y': 0.40260017, 'x': 0.38264605, 'confidence': 0.5698689}","{'y': 0.38605198, 'x': 0.5183605, 'confidence': 0.5854905}","{'y': 0.4869499, 'x': 0.3509777, 'confidence': 0.4004291}","{'y': 0.46822014, 'x': 0.57084936, 'confidence': 0.61241895}","{'y': 0.528506, 'x': 0.4020149, 'confidence': 0.34587955}","{'y': 0.53447413, 'x': 0.55689853, 'confidence': 0.3537512}","{'y': 0.5642118, 'x': 0.43464717, 'confidence': 0.5040849}","{'y': 0.5591383, 'x': 0.53594726, 'confidence': 0.56598467}","{'y': 0.69420666, 'x': 0.42975152, 'confidence': 0.6129286}","{'y': 0.6760696, 'x': 0.56655174, 'confidence': 0.516166}","{'y': 0.8233869, 'x': 0.43941504, 'confidence': 0.5250924}","{'y': 0.808314, 'x': 0.6138642, 'confidence': 0.60332304}",1
"{'y': 0.3456625, 'x': 0.5413057, 'confidence': 0.25899994}","{'y': 0.3312986, 'x': 0.5267902, 'confidence': 0.1710472}","{'y': 0.33318898, 'x': 0.556199, 'confidence': 0.27201223}","{'y': 0.3344459, 'x': 0.5125757, 'confidence': 0.40352347}","{'y': 0.3354437, 'x': 0.57025546, 'confidence': 0.5334422}","{'y': 0.3882215, 'x': 0.46183574, 'confidence': 0.65514606}","{'y': 0.39957458, 'x': 0.60333806, 'confidence': 0.4467687}","{'y': 0.482162, 'x': 0.4184785, 'confidence': 0.46698153}","{'y': 0.48013365, 'x': 0.64725363, 'confidence': 0.4165723}","{'y': 0.52168226, 'x': 0.47325343, 'confidence': 0.25910297}","{'y': 0.5201965, 'x': 0.5923763, 'confidence': 0.38914222}","{'y': 0.55952334, 'x': 0.47907972, 'confidence': 0.5737034}","{'y': 0.55604863, 'x': 0.570708, 'confidence': 0.52316976}","{'y': 0.68512136, 'x': 0.45146853, 'confidence': 0.54949}","{'y': 0.6794425, 'x': 0.57673, 'confidence': 0.498047}","{'y': 0.8095325, 'x': 0.4079158, 'confidence': 0.58027315}","{'y': 0.8257247, 'x': 0.58696485, 'confidence': 0.5312134}",1
"{'y': 0.3484836, 'x': 0.52213675, 'confidence': 0.27245334}","{'y': 0.33387822, 'x': 0.51163805, 'confidence': 0.18962985}","{'y': 0.33994514, 'x': 0.541446, 'confidence': 0.25121737}","{'y': 0.3305117, 'x': 0.49448463, 'confidence': 0.44097224}","{'y': 0.34093654, 'x': 0.5561057, 'confidence': 0.59489375}","{'y': 0.38163272, 'x': 0.42959952, 'confidence': 0.525347}","{'y': 0.40431604, 'x': 0.56849915, 'confidence': 0.6848527}","{'y': 0.45692956, 'x': 0.36886427, 'confidence': 0.37282106}","{'y': 0.4913474, 'x': 0.58267295, 'confidence': 0.44276392}","{'y': 0.49734002, 'x': 0.40093067, 'confidence': 0.3249563}","{'y': 0.5295097, 'x': 0.5333075, 'confidence': 0.25584978}","{'y': 0.550844, 'x': 0.42099336, 'confidence': 0.58586}","{'y': 0.56358993, 'x': 0.51505417, 'confidence': 0.5936231}","{'y': 0.6565735, 'x': 0.3633982, 'confidence': 0.5599803}","{'y': 0.6761953, 'x': 0.49494144, 'confidence': 0.48898226}","{'y': 0.7847419, 'x': 0.30076906, 'confidence': 0.574678}","{'y': 0.81687814, 'x': 0.4785392, 'confidence': 0.49414423}",1
"{'y': 0.33662888, 'x': 0.51297915, 'confidence': 0.1823175}","{'y': 0.32953507, 'x': 0.49956107, 'confidence': 0.22391999}","{'y': 0.3285604, 'x': 0.525927, 'confidence': 0.23034504}","{'y': 0.33593085, 'x': 0.48172215, 'confidence': 0.41294968}","{'y': 0.32948276, 'x': 0.5470128, 'confidence': 0.5200814}","{'y': 0.39029345, 'x': 0.45647573, 'confidence': 0.6162927}","{'y': 0.38641602, 'x': 0.58045465, 'confidence': 0.5039806}","{'y': 0.48150253, 'x': 0.4199153, 'confidence': 0.48447448}","{'y': 0.469789, 'x': 0.6358995, 'confidence': 0.4907834}","{'y': 0.5320456, 'x': 0.44740608, 'confidence': 0.2782799}","{'y': 0.51752865, 'x': 0.5935132, 'confidence': 0.30461025}","{'y': 0.56436116, 'x': 0.47820723, 'confidence': 0.51765424}","{'y': 0.562809, 'x': 0.57588106, 'confidence': 0.5638877}","{'y': 0.681943, 'x': 0.4619772, 'confidence': 0.5063557}","{'y': 0.67747736, 'x': 0.59612095, 'confidence': 0.5397269}","{'y': 0.807692, 'x': 0.43949676, 'confidence': 0.5380943}","{'y': 0.81019384, 'x': 0.6249232, 'confidence': 0.49751443}",1
"{'y': 0.3426763, 'x': 0.5210896, 'confidence': 0.22157037}","{'y': 0.3305881, 'x': 0.50850767, 'confidence': 0.148123}","{'y': 0.33146143, 'x': 0.53320277, 'confidence': 0.24070425}","{'y': 0.33564758, 'x': 0.48724037, 'confidence': 0.40232804}","{'y': 0.33149096, 'x': 0.55253124, 'confidence': 0.5094753}","{'y': 0.39076596, 'x': 0.4582959, 'confidence': 0.60424376}","{'y': 0.3880561, 'x': 0.5775363, 'confidence': 0.4532042}","{'y': 0.48348418, 'x': 0.4188145, 'confidence': 0.48305726}","{'y': 0.47405624, 'x': 0.63114226, 'confidence': 0.45530558}","{'y': 0.53176165, 'x': 0.45234942, 'confidence': 0.30443776}","{'y': 0.5253202, 'x': 0.5980262, 'confidence': 0.3114235}","{'y': 0.5631756, 'x': 0.47633082, 'confidence': 0.48795915}","{'y': 0.56310105, 'x': 0.57305527, 'confidence': 0.58176917}","{'y': 0.69169766, 'x': 0.46235007, 'confidence': 0.5942012}","{'y': 0.6845942, 'x': 0.5945521, 'confidence': 0.45104912}","{'y': 0.80999535, 'x': 0.42971164, 'confidence': 0.5288827}","{'y': 0.8186769, 'x': 0.6222896, 'confidence': 0.55639195}",1
"{'y': 0.17439654, 'x': 0.5087725, 'confidence': 0.3061304}","{'y': 0.15240143, 'x': 0.5070764, 'confidence': 0.3269694}","{'y': 0.15274183, 'x': 0.5130495, 'confidence': 0.24397977}","{'y': 0.16642912, 'x': 0.5062476, 'confidence': 0.3631365}","{'y': 0.16933025, 'x': 0.5115129, 'confidence': 0.27185005}","{'y': 0.38902324, 'x': 0.56107926, 'confidence': 0.32653555}","{'y': 0.3899688, 'x': 0.44060993, 'confidence': 0.42128804}","{'y': 0.36736116, 'x': 0.88155043, 'confidence': 0.20054261}","{'y': 0.41426948, 'x': 0.15318982, 'confidence': 0.5667393}","{'y': 0.14672826, 'x': 0.80800664, 'confidence': 0.32623535}","{'y': 0.17022622, 'x': 0.21660268, 'confidence': 0.34715185}","{'y': 0.97992533, 'x': 0.45896083, 'confidence': 0.42352855}","{'y': 0.9809742, 'x': 0.5898123, 'confidence': 0.48211268}","{'y': 0.9393178, 'x': 0.46560267, 'confidence': 0.06369924}","{'y': 0.9327014, 'x': 0.6032391, 'confidence': 0.035582844}","{'y': 1.0071249, 'x': 0.5791628, 'confidence': 0.01909201}","{'y': 1.0027876, 'x': 0.4954434, 'confidence': 0.023745837}",1
"{'y': 0.14365813, 'x': 0.5421751, 'confidence': 0.26710558}","{'y': 0.12049076, 'x': 0.5438834, 'confidence': 0.35170034}","{'y': 0.11924836, 'x': 0.5429496, 'confidence': 0.270426}","{'y': 0.13144885, 'x': 0.55124485, 'confidence': 0.3843809}","{'y': 0.1311587, 'x': 0.5409151, 'confidence': 0.27622548}","{'y': 0.3800432, 'x': 0.6035535, 'confidence': 0.21859995}","{'y': 0.37688997, 'x': 0.48863396, 'confidence': 0.3849278}","{'y': 0.44535723, 'x': 0.87405133, 'confidence': 0.32902268}","{'y': 0.348301, 'x': 0.15939404, 'confidence': 0.3676133}","{'y': 0.19102344, 'x': 0.816967, 'confidence': 0.2934432}","{'y': 0.24839799, 'x': 0.50444037, 'confidence': 0.026847227}","{'y': 0.99086344, 'x': 0.41940302, 'confidence': 0.18789907}","{'y': 0.9868415, 'x': 0.5299768, 'confidence': 0.19943884}","{'y': 0.89581937, 'x': 0.52540016, 'confidence': 0.064058214}","{'y': 0.9169771, 'x': 0.5608111, 'confidence': 0.083089754}","{'y': 1.020711, 'x': 0.5435605, 'confidence': 0.022386547}","{'y': 1.0106486, 'x': 0.427517, 'confidence': 0.043940462}",1
"{'y': 0.17467274, 'x': 0.48808962, 'confidence': 0.19485885}","{'y': 0.15142241, 'x': 0.47178125, 'confidence': 0.17558008}","{'y': 0.15178652, 'x': 0.51354116, 'confidence': 0.14660253}","{'y': 0.17619364, 'x': 0.41768482, 'confidence': 0.4486664}","{'y': 0.17622118, 'x': 0.5587786, 'confidence': 0.4765619}","{'y': 0.39191207, 'x': 0.33391014, 'confidence': 0.5731058}","{'y': 0.41634274, 'x': 0.6247325, 'confidence': 0.50894207}","{'y': 0.354409, 'x': 0.13231805, 'confidence': 0.6434876}","{'y': 0.43525517, 'x': 0.85802805, 'confidence': 0.6752009}","{'y': 0.12977795, 'x': 0.20620134, 'confidence': 0.33612388}","{'y': 0.17570224, 'x': 0.7979524, 'confidence': 0.29651332}","{'y': 0.9620072, 'x': 0.38105616, 'confidence': 0.44634435}","{'y': 0.96608025, 'x': 0.5383736, 'confidence': 0.3808282}","{'y': 0.9688321, 'x': 0.38379046, 'confidence': 0.122826666}","{'y': 1.0004772, 'x': 0.5545366, 'confidence': 0.09296436}","{'y': 0.9979362, 'x': 0.40042517, 'confidence': 0.039968867}","{'y': 1.0003642, 'x': 0.50793386, 'confidence': 0.057609435}",1
"{'y': 0.18554814, 'x': 0.5063262, 'confidence': 0.24426}","{'y': 0.1695969, 'x': 0.4895182, 'confidence': 0.20491421}","{'y': 0.16831252, 'x': 0.5341244, 'confidence': 0.22777002}","{'y': 0.188958, 'x': 0.44711122, 'confidence': 0.5720805}","{'y': 0.18771961, 'x': 0.5774139, 'confidence': 0.416912}","{'y': 0.3656613, 'x': 0.3540614, 'confidence': 0.5725328}","{'y': 0.41372904, 'x': 0.6209796, 'confidence': 0.56618106}","{'y': 0.2985013, 'x': 0.13701467, 'confidence': 0.7165718}","{'y': 0.48133323, 'x': 0.85990906, 'confidence': 0.71317255}","{'y': 0.0849073, 'x': 0.24377406, 'confidence': 0.31227982}","{'y': 0.22902192, 'x': 0.8136988, 'confidence': 0.3163096}","{'y': 0.94135934, 'x': 0.3581137, 'confidence': 0.33514863}","{'y': 0.92100745, 'x': 0.5057999, 'confidence': 0.23387487}","{'y': 0.993702, 'x': 0.34449455, 'confidence': 0.05677385}","{'y': 0.97416246, 'x': 0.51990515, 'confidence': 0.08245685}","{'y': 0.9471975, 'x': 0.39241818, 'confidence': 0.03532129}","{'y': 1.0000502, 'x': 0.48264417, 'confidence': 0.03743654}",1
"{'y': 0.14233305, 'x': 0.46180892, 'confidence': 0.28130567}","{'y': 0.116470076, 'x': 0.47050896, 'confidence': 0.34389544}","{'y': 0.120558515, 'x': 0.4589549, 'confidence': 0.25775564}","{'y': 0.13280416, 'x': 0.48352474, 'confidence': 0.39939758}","{'y': 0.13259466, 'x': 0.44081315, 'confidence': 0.3575062}","{'y': 0.38676566, 'x': 0.4336083, 'confidence': 0.26495564}","{'y': 0.39279664, 'x': 0.5441404, 'confidence': 0.31503737}","{'y': 0.426159, 'x': 0.1335265, 'confidence': 0.3122397}","{'y': 0.36986363, 'x': 0.8473133, 'confidence': 0.6014332}","{'y': 0.13677402, 'x': 0.77070403, 'confidence': 0.34477141}","{'y': 0.174477, 'x': 0.18986553, 'confidence': 0.22411518}","{'y': 0.9832197, 'x': 0.44329348, 'confidence': 0.3399479}","{'y': 0.9815467, 'x': 0.5737352, 'confidence': 0.3004924}","{'y': 0.9927432, 'x': 0.44295827, 'confidence': 0.049544416}","{'y': 0.9705108, 'x': 0.53492457, 'confidence': 0.03564191}","{'y': 1.0012391, 'x': 0.44914997, 'confidence': 0.027555257}","{'y': 0.99534476, 'x': 0.5534014, 'confidence': 0.045231584}",1
"{'y': 0.28948238, 'x': 0.29458636, 'confidence': 0.18345559}","{'y': 0.28633597, 'x': 0.25535384, 'confidence': 0.20696342}","{'y': 0.24147971, 'x': 0.34225562, 'confidence': 0.13278295}","{'y': 0.29372182, 'x': 0.26054844, 'confidence': 0.29416758}","{'y': 0.22959502, 'x': 0.42611688, 'confidence': 0.20677839}","{'y': 0.48708045, 'x': 0.23252255, 'confidence': 0.48325935}","{'y': 0.4147127, 'x': 0.729556, 'confidence': 0.51208115}","{'y': 0.58023304, 'x': 0.025870215, 'confidence': 0.17618886}","{'y': 0.20194648, 'x': 0.8648974, 'confidence': 0.33686456}","{'y': 0.48446995, 'x': 0.15673612, 'confidence': 0.06398817}","{'y': 0.22061472, 'x': 0.553065, 'confidence': 0.22256532}","{'y': 0.9893627, 'x': 0.44244516, 'confidence': 0.33389074}","{'y': 0.9848647, 'x': 0.7178735, 'confidence': 0.26934445}","{'y': 0.9195305, 'x': 0.3783754, 'confidence': 0.056477085}","{'y': 0.8782787, 'x': 0.7108376, 'confidence': 0.13109702}","{'y': 0.8447908, 'x': 0.328756, 'confidence': 0.058045533}","{'y': 0.98791283, 'x': 0.6318091, 'confidence': 0.02867439}",1
"{'y': 0.2810393, 'x': 0.7118992, 'confidence': 0.19605528}","{'y': 0.23640686, 'x': 0.673252, 'confidence': 0.13341014}","{'y': 0.2826798, 'x': 0.76212287, 'confidence': 0.26889846}","{'y': 0.21917365, 'x': 0.5673226, 'confidence': 0.20894769}","{'y': 0.29407483, 'x': 0.74990755, 'confidence': 0.35166728}","{'y': 0.38854465, 'x': 0.33002967, 'confidence': 0.29357}","{'y': 0.48396817, 'x': 0.7759914, 'confidence': 0.5409349}","{'y': 0.21285406, 'x': 0.12919478, 'confidence': 0.46395004}","{'y': 0.5817194, 'x': 0.9839515, 'confidence': 0.19657302}","{'y': 0.19230777, 'x': 0.34993854, 'confidence': 0.07041182}","{'y': 0.5024656, 'x': 0.95473135, 'confidence': 0.015178197}","{'y': 0.9912968, 'x': 0.3053406, 'confidence': 0.27935794}","{'y': 0.9835439, 'x': 0.55515456, 'confidence': 0.40409288}","{'y': 0.87451726, 'x': 0.34187734, 'confidence': 0.106563814}","{'y': 0.9171909, 'x': 0.63138884, 'confidence': 0.1290345}","{'y': 0.99281466, 'x': 0.35381293, 'confidence': 0.01668816}","{'y': 0.9938462, 'x': 0.6322042, 'confidence': 0.056155983}",1
"{'y': 0.3018778, 'x': 0.72513294, 'confidence': 0.23742494}","{'y': 0.25532275, 'x': 0.6927828, 'confidence': 0.119328156}","{'y': 0.29260844, 'x': 0.753182, 'confidence': 0.20935765}","{'y': 0.20605849, 'x': 0.5779927, 'confidence': 0.32664028}","{'y': 0.2956044, 'x': 0.7420746, 'confidence': 0.38794455}","{'y': 0.3557766, 'x': 0.3094695, 'confidence': 0.1612357}","{'y': 0.49030522, 'x': 0.7799131, 'confidence': 0.69348454}","{'y': 0.2047393, 'x': 0.17420834, 'confidence': 0.19933714}","{'y': 0.58255637, 'x': 0.984328, 'confidence': 0.17254205}","{'y': 0.2271564, 'x': 0.45160595, 'confidence': 0.15548792}","{'y': 0.83045405, 'x': 0.72037923, 'confidence': 0.16749786}","{'y': 0.98581654, 'x': 0.3014061, 'confidence': 0.3275122}","{'y': 0.98178333, 'x': 0.552619, 'confidence': 0.40596792}","{'y': 0.84286886, 'x': 0.3161314, 'confidence': 0.12786902}","{'y': 0.87271607, 'x': 0.64108765, 'confidence': 0.13071893}","{'y': 0.9186177, 'x': 0.3110462, 'confidence': 0.028417543}","{'y': 0.99062735, 'x': 0.62870204, 'confidence': 0.03939926}",1
"{'y': 0.27025083, 'x': 0.68896914, 'confidence': 0.23872063}","{'y': 0.2410053, 'x': 0.6501838, 'confidence': 0.12901199}","{'y': 0.25417477, 'x': 0.70671207, 'confidence': 0.3254229}","{'y': 0.22742227, 'x': 0.5133121, 'confidence': 0.28957805}","{'y': 0.26434937, 'x': 0.68213964, 'confidence': 0.4826342}","{'y': 0.40917486, 'x': 0.29586935, 'confidence': 0.34507906}","{'y': 0.45403484, 'x': 0.78420156, 'confidence': 0.7892511}","{'y': 0.25314724, 'x': 0.05803181, 'confidence': 0.5080271}","{'y': 0.55671, 'x': 1.0011365, 'confidence': 0.05722583}","{'y': 0.22643512, 'x': 0.38687357, 'confidence': 0.22482511}","{'y': 0.44668445, 'x': 0.9549273, 'confidence': 0.033021517}","{'y': 0.98290336, 'x': 0.42265335, 'confidence': 0.4076581}","{'y': 0.9796575, 'x': 0.6555745, 'confidence': 0.46572387}","{'y': 0.9465162, 'x': 0.4146106, 'confidence': 0.24822985}","{'y': 0.9612879, 'x': 0.7290665, 'confidence': 0.1038922}","{'y': 0.9977426, 'x': 0.44073316, 'confidence': 0.034852814}","{'y': 0.9981024, 'x': 0.7097313, 'confidence': 0.02906702}",1
"{'y': 0.23977004, 'x': 0.40490562, 'confidence': 0.15159605}","{'y': 0.22757986, 'x': 0.3501872, 'confidence': 0.19385234}","{'y': 0.2095782, 'x': 0.47060373, 'confidence': 0.11397238}","{'y': 0.25637075, 'x': 0.32215393, 'confidence': 0.51271}","{'y': 0.22652502, 'x': 0.5351823, 'confidence': 0.3625623}","{'y': 0.43902433, 'x': 0.21345893, 'confidence': 0.5658053}","{'y': 0.4223567, 'x': 0.6781509, 'confidence': 0.46065423}","{'y': 0.5232873, 'x': 0.0034723955, 'confidence': 0.10269964}","{'y': 0.26244602, 'x': 0.9030088, 'confidence': 0.35015178}","{'y': 0.43527696, 'x': 0.16547415, 'confidence': 0.041528784}","{'y': 0.25234854, 'x': 0.91383004, 'confidence': 0.10679979}","{'y': 0.99338686, 'x': 0.31629956, 'confidence': 0.28879598}","{'y': 0.9863162, 'x': 0.5493294, 'confidence': 0.29748}","{'y': 0.85634553, 'x': 0.2569793, 'confidence': 0.06609686}","{'y': 0.86734927, 'x': 0.5543768, 'confidence': 0.1404184}","{'y': 0.8723622, 'x': 0.24334557, 'confidence': 0.05955316}","{'y': 0.9201702, 'x': 0.47323185, 'confidence': 0.02456098}",1
